title,type,virtualsite_url,domain/subject
Personalized Steering of Large Language Models: Versatile Steering Vectors Through Bi-directional Preference Optimization,,https://neurips.cc//virtual/2024/poster/96424,social_science
Pessimistic Backward Policy for GFlowNets,,https://neurips.cc//virtual/2024/poster/95618,biology
Towards Safe Concept Transfer of Multi-Modal Diffusion via Causal Representation Editing,,https://neurips.cc//virtual/2024/poster/93488,biology
Towards Stable Representations for Protein Interface Prediction,,https://neurips.cc//virtual/2024/poster/95383,biology
Towards training digitally-tied analog blocks via hybrid gradient computation,,https://neurips.cc//virtual/2024/poster/94491,physics
Can Large Language Model Agents Simulate Human Trust Behavior?,,https://neurips.cc//virtual/2024/poster/96131,social_science
Cross-Care: Assessing the Healthcare Implications of Pre-training Data on Language Model Bias,,https://neurips.cc//virtual/2024/poster/97819,medical
Topological obstruction to the training of shallow ReLU neural networks,,https://neurips.cc//virtual/2024/poster/96726,neuroscience
MOTIVE: A Drug-Target Interaction Graph For Inductive Link Prediction,,https://neurips.cc//virtual/2024/poster/97758,biology
MSA Generation with Seqs2Seqs Pretraining: Advancing Protein Structure Predictions,,https://neurips.cc//virtual/2024/poster/96109,biology
MSAGPT: Neural Prompting Protein Structure Prediction via MSA Generative Pre-Training,,https://neurips.cc//virtual/2024/poster/93555,biology
EHRCon: Dataset for Checking Consistency between Unstructured Notes and Structured Tables in Electronic Health Records,,https://neurips.cc//virtual/2024/poster/97848,medical
DEFT: Efficient Fine-tuning of Diffusion Models by Learning the Generalised $h$-transform,,https://neurips.cc//virtual/2024/poster/96267,biology
DEL: Discrete Element Learner for Learning 3D Particle Dynamics with Neural Rendering,,https://neurips.cc//virtual/2024/poster/96792,physics
"DeltaDock: A Unified Framework for Accurate, Efficient, and Physically Reliable Molecular Docking",,https://neurips.cc//virtual/2024/poster/94333,biology
Contrastive dimension reduction: when and how?,,https://neurips.cc//virtual/2024/poster/95756,biology
Contrastive losses as generalized models of global epistasis,,https://neurips.cc//virtual/2024/poster/94075,biology
Controlled maximal variability along with reliable performance in recurrent neural networks,,https://neurips.cc//virtual/2024/poster/93009,neuroscience
Association Pattern-aware Fusion for Biological Entity Relationship Prediction,,https://neurips.cc//virtual/2024/poster/95606,biology
AdaNovo: Towards Robust \emph{De Novo} Peptide Sequencing in Proteomics against Data Biases,,https://neurips.cc//virtual/2024/poster/96894,biology
DALD: Improving Logits-based Detector without Logits from Black-box LLMs,,https://neurips.cc//virtual/2024/poster/94084,biology
DART-Eval: A Comprehensive DNA Language Model Evaluation Benchmark on Regulatory DNA,,https://neurips.cc//virtual/2024/poster/97497,biology
EpiCare: A Reinforcement Learning Benchmark for Dynamic Treatment Regimes,,https://neurips.cc//virtual/2024/poster/97595,medical
Equivariant Blurring Diffusion for Hierarchical Molecular Conformer Generation,,https://neurips.cc//virtual/2024/poster/96234,chemistry
FEDMEKI: A Benchmark for Scaling Medical Foundation Models via Federated Knowledge Injection,,https://neurips.cc//virtual/2024/poster/97482,medical
Feedback control guides credit assignment in recurrent neural networks,,https://neurips.cc//virtual/2024/poster/93074,neuroscience
FEEL-SNN: Robust Spiking Neural Networks with Frequency Encoding and Evolutionary Leak Factor,,https://neurips.cc//virtual/2024/poster/95008,neuroscience
CryoBench: Diverse and challenging datasets for the heterogeneity problem in cryo-EM,,https://neurips.cc//virtual/2024/poster/97535,biology
CryoGEM: Physics-Informed Generative Cryo-Electron Microscopy,,https://neurips.cc//virtual/2024/poster/94256,physics
The motion planning neural circuit in goal-directed navigation as Lie group operator search,,https://neurips.cc//virtual/2024/poster/95206,biology
Retrieval-Retro: Retrieval-based Inorganic Retrosynthesis with Expert Knowledge,,https://neurips.cc//virtual/2024/poster/96429,chemistry
Retrospective for the Dynamic Sensorium Competition for predicting large-scale mouse primary visual cortex activity from videos,,https://neurips.cc//virtual/2024/poster/97578,neuroscience
Latent Diffusion for Neural Spiking Data,,https://neurips.cc//virtual/2024/poster/94632,neuroscience
Automating Data Annotation under Strategic Human Agents: Risks and Potential Solutions,,https://neurips.cc//virtual/2024/poster/96814,social_science
Autonomous Agents for Collaborative Task under Information Asymmetry,,https://neurips.cc//virtual/2024/poster/93728,social_science
Autonomous Driving with Spiking Neural Networks,,https://neurips.cc//virtual/2024/poster/96329,neuroscience
Artificial Generational Intelligence: Cultural Accumulation in Reinforcement Learning,,https://neurips.cc//virtual/2024/poster/93559,social_science
A SARS-CoV-2 Interaction Dataset and VHH Sequence Corpus for Antibody Language Models,,https://neurips.cc//virtual/2024/poster/97722,biology
PROSPECT PTMs: Rich Labeled Tandem Mass Spectrometry Dataset of Modified Peptides for Machine Learning in Proteomics,,https://neurips.cc//virtual/2024/poster/97558,biology
ProtGO: Function-Guided Protein Modeling for Unified Representation Learning,,https://neurips.cc//virtual/2024/poster/96904,biology
Categorical Flow Matching on Statistical Manifolds,,https://neurips.cc//virtual/2024/poster/96577,biology
Poisson Variational Autoencoder,,https://neurips.cc//virtual/2024/poster/94249,neuroscience
PhyRecon: Physically Plausible Neural Scene Reconstruction,,https://neurips.cc//virtual/2024/poster/95212,physics
Physical Consistency Bridges Heterogeneous Data in Molecular Multi-Task Learning,,https://neurips.cc//virtual/2024/poster/95877,biology
Physics-Informed Regularization for Domain-Agnostic Dynamical System Modeling,,https://neurips.cc//virtual/2024/poster/94000,physics
Physics-Regularized Multi-Modal Image Assimilation for Brain Tumor Localization,,https://neurips.cc//virtual/2024/poster/94680,medical
Piecewise deterministic generative models,,https://neurips.cc//virtual/2024/poster/95773,physics
Harmony4D: A Video Dataset for In-The-Wild Close Human Interactions,,https://neurips.cc//virtual/2024/poster/97726,social_science
EfficientCAPER: An End-to-End Framework for Fast and Robust Category-Level Articulated Object Pose Estimation,,https://neurips.cc//virtual/2024/poster/95615,biology
Implicitly Guided Design with PropEn: Match your Data to Follow the Gradient,,https://neurips.cc//virtual/2024/poster/94325,biology
FlexSBDD: Structure-Based Drug Design with Flexible Protein Modeling,,https://neurips.cc//virtual/2024/poster/96689,biology
Flow Snapshot Neurons in Action: Deep Neural Networks Generalize to Biological Motion Perception,,https://neurips.cc//virtual/2024/poster/94457,neuroscience
Visual Decoding and Reconstruction via EEG Embeddings with Guided Diffusion,,https://neurips.cc//virtual/2024/poster/95138,neuroscience
Visual Pinwheel Centers Act as Geometric Saliency Detectors,,https://neurips.cc//virtual/2024/poster/95595,neuroscience
SustainDC: Benchmarking for Sustainable Data Center Control,,https://neurips.cc//virtual/2024/poster/97671,earth_climate
SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,,https://neurips.cc//virtual/2024/poster/93753,social_science
A benchmark for prediction of transcriptomic responses to chemical perturbations across cell types,,https://neurips.cc//virtual/2024/poster/97655,chemistry
Absorb & Escape: Overcoming Single Model Limitations in Generating Heterogeneous Genomic Sequences,,https://neurips.cc//virtual/2024/poster/94782,biology
IQA-EVAL: Automatic Evaluation of Human-Model Interactive Question Answering,,https://neurips.cc//virtual/2024/poster/95473,social_science
UniTox: Leveraging LLMs to Curate a Unified Dataset of Drug-Induced Toxicity from FDA Labels,,https://neurips.cc//virtual/2024/poster/97665,chemistry
UniIF: Unified Molecule Inverse Folding,,https://neurips.cc//virtual/2024/poster/94387,biology
Aligning Target-Aware Molecule Diffusion Models with Exact Energy Optimization,,https://neurips.cc//virtual/2024/poster/96029,biology
Aligning to Thousands of Preferences via System Message Generalization,,https://neurips.cc//virtual/2024/poster/93423,social_science
Nonlinear dynamics of localization in neural receptive fields,,https://neurips.cc//virtual/2024/poster/93650,neuroscience
Long-range Brain Graph Transformer,,https://neurips.cc//virtual/2024/poster/94190,neuroscience
Long-Range Feedback Spiking Network Captures Dynamic and Static Representations of the Visual Cortex under Movie Stimuli,,https://neurips.cc//virtual/2024/poster/94454,neuroscience
Instruction Tuning Large Language Models to Understand Electronic Health Records,,https://neurips.cc//virtual/2024/poster/97801,medical
Instructor-inspired Machine Learning for Robust Molecular Property Prediction,,https://neurips.cc//virtual/2024/poster/93976,biology
Multi-modal Transfer Learning between Biological Foundation Models,,https://neurips.cc//virtual/2024/poster/93095,biology
MultiOrg: A Multi-rater Organoid-detection Dataset,,https://neurips.cc//virtual/2024/poster/97645,medical
Multiple Physics Pretraining for Spatiotemporal Surrogate Models,,https://neurips.cc//virtual/2024/poster/96095,physics
"RoleAgent: Building, Interacting, and Benchmarking High-quality Role-Playing Agents from Scripts",,https://neurips.cc//virtual/2024/poster/97569,social_science
Noether's Razor: Learning Conserved Quantities,,https://neurips.cc//virtual/2024/poster/94316,physics
Data-Driven Discovery of Dynamical Systems in Pharmacology using Large Language Models,,https://neurips.cc//virtual/2024/poster/95672,medical
G2D: From Global to Dense Radiography Representation Learning via Vision-Language Pre-training,,https://neurips.cc//virtual/2024/poster/92931,medical
Sequence-Augmented SE(3)-Flow Matching For Conditional Protein Generation,,https://neurips.cc//virtual/2024/poster/93544,biology
Geodesic Optimization for Predictive Shift Adaptation on EEG data,,https://neurips.cc//virtual/2024/poster/93495,medical
Geometric Trajectory Diffusion Models,,https://neurips.cc//virtual/2024/poster/95359,biology
Geometry of naturalistic object representations in recurrent neural network models of working memory,,https://neurips.cc//virtual/2024/poster/95467,neuroscience
Learning diffusion at lightspeed,,https://neurips.cc//virtual/2024/poster/93047,biology
GMAI-MMBench: A Comprehensive Multimodal Evaluation Benchmark Towards General Medical AI,,https://neurips.cc//virtual/2024/poster/97754,medical
